automaker,series,year,kilometers_traveled,condition,type,volume,origin,warranty_policy,weight,location,partner,price
Suzuki,GSX,2017,11000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bến Tre,0,29500000.0
Hãng khác,Dòng khác,2010,4580.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,5900000.0
Honda,SH,2019,14000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bến Tre,0,78500000.0
Honda,Rebel,2004,30000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bến Tre,0,23500000.0
Honda,SH,2023,,Mới,Tay ga,Trên 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,120000000.0
Suzuki,GSX,2018,17000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bến Tre,0,29500000.0
Honda,Wave,2023,,Mới,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bến Tre,0,86500000.0
Yamaha,Exciter,2015,6789.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,20800000.0
Honda,PCX,2015,22000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bến Tre,0,33500000.0
Honda,Vario,2022,1900.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,45000000.0
Yamaha,Exciter,2016,20000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bến Tre,0,21500000.0
Suzuki,GD,2019,20000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đồng Nai,0,17000000.0
Honda,Winner X,2020,6789.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,24300000.0
Honda,Air Blade,2016,17000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bến Tre,0,25500000.0
Suzuki,Raider,2016,20000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bến Tre,0,16500000.0
Suzuki,Raider,2016,22000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bến Tre,0,16500000.0
Honda,Wave,2013,56789.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,11300000.0
Honda,SH,2019,19000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,72500000.0
Honda,Air Blade,2020,7000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,1,34000000.0
Yamaha,Exciter,2016,21000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,21900000.0
Honda,PS,2006,25000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,42000000.0
Honda,Future,2008,38123.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,33000000.0
Peugeot,Django,2018,19000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,29000000.0
Honda,Vision,2020,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,An Giang,0,24000000.0
Honda,Future,2023,1.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,34300000.0
Suzuki,Crystal,1994,298567.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Khánh Hòa,0,30000000.0
Suzuki,Dòng khác,1995,741.0,Đã sử dụng,Xe số,Dưới 50 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,14000000.0
Honda,Air Blade,2020,111.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,2000000.0
Yamaha,Nouvo,2011,25000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,5800000.0
Suzuki,GSX,2017,26000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,20500000.0
Honda,Wave,2009,9876.0,Đã sử dụng,Xe số,100 - 175 cc,Hàn Quốc,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,4800000.0
Yamaha,Exciter,2021,8000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Bà Rịa - Vũng Tàu,0,31500000.0
Honda,Air Blade,2009,29000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,10800000.0
Honda,SH,2012,95000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,35000000.0
Honda,SH,2019,6000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,1,77000000.0
Piaggio,LX,2014,40000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,12000000.0
Honda,Vario,2023,2100.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,46000000.0
Piaggio,Liberty,2017,6789.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,24800000.0
Honda,SH,2018,8000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,1,62000000.0
Suzuki,Satria,2019,40000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,23800000.0
Piaggio,LX,2013,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,12000000.0
Honda,Wave,2006,50000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,7499999.0
Yamaha,Taurus,2011,30.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Cần Thơ,0,5500000.0
Honda,Wave,2004,34567.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,19000000.0
Honda,Air Blade,2010,12315.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,23000000.0
Honda,Future,2008,30000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,An Giang,0,46000000.0
Yamaha,Sirius,2012,,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6900000.0
Honda,Vario,2022,8000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,37900000.0
SYM,Attila,2012,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,2950000.0
Honda,Win,2003,,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Trung Quốc,Bảo hành hãng,> 50 kg,Bà Rịa - Vũng Tàu,0,10500000.0
Yamaha,Sirius,2019,,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,8800000.0
Hãng khác,Dòng khác,1996,253589.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Hàn Quốc,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,9500000.0
SYM,Attila,2010,40000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,3000000.0
Honda,Dòng khác,1997,2500.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,120000000.0
Honda,SH,2022,2000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,117000000.0
Honda,Air Blade,2019,7979.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đắk Lắk,0,29500000.0
Honda,Winner X,2019,11000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,22500000.0
Yamaha,Sirius,2010,35000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6500000.0
Honda,SH Mode,2019,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Cần Thơ,1,47000000.0
Honda,SH Mode,2015,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,30500000.0
Honda,Vision,2022,8000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Vĩnh Long,0,25800000.0
SYM,Elizabeth,2011,30.0,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,Cần Thơ,0,3500000.0
Honda,Wave,2015,580000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,9500000.0
Honda,Winner,2017,15000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,An Giang,0,19000000.0
Honda,Wave,2014,11.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Vĩnh Long,0,9800000.0
Honda,Dream,1999,90000.0,Đã sử dụng,Xe số,,Nhật Bản,Bảo hành hãng,> 50 kg,Bình Dương,0,28000000.0
Honda,Winner,2018,28000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,16800000.0
Honda,Winner X,2023,9000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Bình Phước,0,26000000.0
Yamaha,Mio,2014,200000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Cần Thơ,0,6800000.0
Suzuki,Dòng khác,2002,300.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,2500000.0
Honda,Cub,1997,39000.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,8900000.0
Honda,Wave,2009,21222.0,Đã sử dụng,Xe số,100 - 175 cc,Hàn Quốc,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,5500000.0
Yamaha,Sirius,2015,4560.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,7800000.0
Honda,Air Blade,2012,30.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,10000000.0
Honda,Wave,2009,123456.0,Đã sử dụng,Xe số,,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6800000.0
Honda,SH,2023,7400.0,Đã sử dụng,Tay ga,Trên 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tiền Giang,0,165000000.0
Honda,SH,2019,6000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,1,83900000.0
Honda,Dream,2001,12000.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,9500000.0
Honda,@,2007,1983.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,18900000.0
Honda,Air Blade,2017,6789.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,26600000.0
Yamaha,Exciter,2017,55000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,17500000.0
Detech,Dòng khác,2023,,Mới,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Cần Thơ,1,15500000.0
Honda,Air Blade,2010,10000.0,Đã sử dụng,Tay ga,,Thái Lan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,68000000.0
Honda,Dream,1999,35000.0,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,49000000.0
Yamaha,Nouvo,2006,30.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Cần Thơ,0,2500000.0
Honda,Future,2018,10000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,An Giang,0,26000000.0
Honda,Vario,2020,8000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,An Giang,0,32000000.0
Honda,SH Mode,2019,3600.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,An Giang,0,45000000.0
Yamaha,Latte,2020,18000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,24000000.0
Honda,SH,2019,17890.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,44500000.0
Honda,Air Blade,2012,23000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,4999999.0
Yamaha,Sirius,2016,12345.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,11900000.0
Honda,Winner,2018,19000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,17500000.0
Honda,Winner X,2021,26000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,20000000.0
Honda,Air Blade,2010,19000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Kiên Giang,1,22300000.0
Yamaha,Exciter,2019,38.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đồng Nai,0,22500000.0
Honda,SH,2023,3000.0,Đã sử dụng,Tay ga,Trên 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đà Nẵng,1,120000000.0
Honda,Air Blade,2017,23456.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,An Giang,0,17500000.0
Honda,Winner,2018,40000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,16800000.0
Honda,Wave,2005,90000.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,11500000.0
Honda,Spacy,2008,2555.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,65000000.0
Honda,Air Blade,2019,5000.0,Đã sử dụng,Tay ga,,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,15800000.0
SYM,Attila,2011,9999.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đà Nẵng,0,4900000.0
Honda,Wave,2008,36.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,12500000.0
Honda,Winner,2018,14000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,20500000.0
Honda,Wave,2020,1234.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,12800000.0
Piaggio,Vespa,2011,40.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Cần Thơ,0,6500000.0
Honda,Vision,2012,21789.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,14800000.0
Suzuki,GSX,2018,,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,27800000.0
Honda,Air Blade,2007,40.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Cần Thơ,0,7500000.0
Honda,Cub,1982,50000.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Long An,0,4600000.0
Yamaha,Exciter,2012,30.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,11500000.0
Yamaha,Nouvo,2012,12645.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,10300000.0
Yamaha,Sirius,2011,30000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,7000000.0
Honda,Scoopy,2020,8000.0,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,27500000.0
Honda,PCX,2010,1.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,1,18500000.0
Yamaha,Exciter,2014,12356.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đà Nẵng,0,29000000.0
Yamaha,Exciter,2017,1000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hậu Giang,0,14700000.0
Yamaha,Sirius,2020,56325.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Bình Dương,0,7000000.0
Honda,Wave,2010,60.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,8500000.0
Kawasaki,Z1000,2016,,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,207800000.0
Honda,Air Blade,2022,8890.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,37000000.0
Suzuki,GSX,2019,234.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đồng Nai,0,24500000.0
SYM,Galaxy,2021,2.0,Đã sử dụng,Xe số,Dưới 50 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,12300000.0
Yamaha,Exciter,2016,123456.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hậu Giang,0,15500000.0
Honda,Wave,2022,4500.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,21500000.0
Honda,SH,2008,30000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tiền Giang,0,25000000.0
Honda,SH,2007,39000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,67000000.0
Honda,CBR,2018,,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,139800000.0
Honda,SH,2019,3000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đà Nẵng,0,95000000.0
Suzuki,Sport / Xipo,2019,12345.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,25000000.0
SYM,Elegant,2017,123.0,Đã sử dụng,Xe số,50 - 100 cc,Đài Loan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,4250000.0
Honda,Lead,2018,17890.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,23800000.0
Honda,Vision,2013,,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,15800000.0
Honda,Wave,2008,15.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,11500000.0
SYM,Star,2018,123.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đồng Nai,0,8300000.0
Yamaha,Janus,2017,30.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Cần Thơ,0,15500000.0
SYM,Galaxy,2017,17000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,12000000.0
Yamaha,Mio,2007,40000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,5800000.0
Yamaha,Exciter,2017,7979.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đắk Lắk,0,24500000.0
Kawasaki,Max,2012,39000.0,Đã sử dụng,Xe số,Dưới 50 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,3800000.0
Benelli,Dòng khác,2018,18000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,108800000.0
Honda,Air Blade,2008,30.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Cần Thơ,0,8000000.0
Honda,Rebel,2000,22000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,25000000.0
Yamaha,R,2007,33333.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,85000000.0
Honda,Dream,2004,1234.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,11400000.0
Honda,Winner X,2023,2991.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,32999999.0
Piaggio,Vespa,2021,13000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,64499999.0
Honda,Wave,2013,111111.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Vĩnh Phúc,0,6300000.0
Honda,PCX,2016,21000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,33500000.0
Kawasaki,Z1000,2015,7000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,230000000.0
Honda,Dream,2004,45000.0,Đã sử dụng,Xe số,,Hàn Quốc,Bảo hành hãng,> 50 kg,Khánh Hòa,0,4500000.0
Ducati,Scrambler,2016,,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,163800000.0
Honda,Future,2009,32000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đồng Nai,0,48500000.0
Yamaha,Sirius,2018,40000.0,Đã sử dụng,Xe số,,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,9500000.0
Honda,Air Blade,2017,17890.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,23800000.0
Honda,CB,2020,,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,105800000.0
Honda,Air Blade,2012,30000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,9900000.0
Yamaha,Jupiter,2012,33333.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Cần Thơ,0,9700000.0
Yamaha,Janus,2018,35000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,16000000.0
Honda,Wave,2020,13000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,67000000.0
Honda,67,1980,37890.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,28000000.0
Honda,Wave,2022,8000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,An Giang,0,13000000.0
Honda,Wave,2014,25000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,9800000.0
Yamaha,Exciter,2014,18200.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,10000000.0
Honda,SH,2017,38.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Cần Thơ,0,63500000.0
Honda,Vision,2021,7890.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,32800000.0
